storenum	studentid	year	month	day	hour	minute	money
9		2013011940	2015	1	2	0	22	-11.11
2		2013011201	2016	3	17	2	6	-20.02
3		2015010102	2015	3	20	13	36	-5.16
14		2014013528	2015	12	12	12	42	-5.58
7		2015013114	2016	8	17	13	45	-9.70
11		2014012340	2016	9	9	5	20	-11.95
1		2015013431	2015	11	22	18	49	379.12
2		2014010561	2015	11	28	14	5	-15.04
8		2015012061	2015	9	6	20	13	-7.24
11		2012011083	2016	11	8	12	8	-17.78
12		2012010895	2016	9	7	23	41	-3.81
8		2012012274	2016	2	18	19	21	-19.96
1		2013013312	2016	2	15	6	20	-9.90
11		2015013676	2015	9	1	16	17	386.13
11		2013013796	2015	9	26	13	32	-22.64
1		2012012264	2016	12	26	16	42	-7.22
14		2015012971	2016	9	22	23	40	-11.17
3		2015010662	2015	6	15	14	28	-6.80
8		2013011629	2016	7	24	13	29	-9.30
11		2013010549	2016	8	14	15	57	-14.56
6		2012011685	2016	2	1	16	53	-13.02
12		2013013170	2015	3	6	7	5	-13.46
7		2012010236	2015	8	6	12	0	113.45
14		2015011230	2016	12	31	4	20	-9.69
5		2013012951	2015	7	28	13	31	42.95
11		2012013403	2015	11	18	5	51	-20.33
8		2014012532	2016	12	22	7	17	-12.53
2		2015012380	2015	7	14	0	1	-9.19
1		2013011036	2016	4	12	0	29	-4.21
8		2013011674	2016	12	20	3	9	-13.51
1		2015011422	2015	7	30	0	7	-13.13
5		2015012248	2016	12	20	20	24	-19.46
13		2014013070	2016	2	27	4	21	-16.21
5		2013011310	2015	9	11	20	2	-14.57
3		2014010575	2016	3	12	16	50	-6.78
5		2014012214	2015	7	4	0	45	248.70
4		2012012776	2016	3	31	22	5	-6.56
12		2013012858	2015	6	23	7	38	-10.95
4		2015010866	2015	1	23	8	40	-11.10
6		2014013307	2016	4	7	21	21	-10.95
6		2015013396	2016	6	23	0	42	-15.31
14		2014010415	2015	12	24	10	38	-8.76
1		2014012535	2016	9	3	18	55	-4.13
5		2015010210	2015	5	11	16	36	-11.50
5		2015011283	2015	11	24	0	59	333.00
5		2015011375	2015	10	12	20	45	-15.84
3		2013010564	2015	8	29	4	2	-11.69
5		2015013861	2016	4	20	16	36	-7.08
8		2014010935	2016	7	19	16	20	-15.51
2		2012012094	2016	11	22	8	47	-6.23
2		2015012327	2016	8	5	7	24	-18.39
12		2015013620	2016	9	30	2	44	-4.50
9		2012010333	2016	2	11	22	52	-18.71
2		2013012525	2016	5	24	15	23	-5.84
13		2014010540	2015	7	19	4	58	-15.09
5		2013010143	2016	9	8	3	35	-22.16
10		2014010303	2016	8	1	13	36	-3.27
14		2015013217	2016	1	31	5	8	-8.74
1		2014012259	2016	1	22	16	44	-21.05
14		2015011099	2015	12	16	14	10	-19.18
12		2013011576	2016	12	3	21	58	-17.12
10		2013011398	2016	1	8	8	12	-7.26
8		2012012618	2016	9	16	17	19	-4.90
4		2015010898	2015	7	18	14	31	-18.78
9		2013010398	2015	6	6	16	9	-5.81
9		2013013583	2016	6	28	20	28	231.14
8		2014012420	2015	3	30	17	40	-10.23
12		2015011952	2016	1	19	23	32	-22.80
5		2014011055	2015	5	9	6	46	-6.38
10		2012011360	2015	10	29	2	14	-14.13
3		2012012689	2015	6	5	1	20	-15.45
12		2012013513	2016	3	21	8	48	-17.35
1		2014011483	2015	5	18	11	26	-20.56
10		2012011801	2016	6	25	11	12	-16.55
14		2015013625	2016	8	8	8	15	-14.53
10		2014012228	2015	5	25	4	5	-22.73
4		2012011518	2015	5	25	14	1	-11.92
6		2013011433	2016	7	14	16	21	-5.38
14		2012013441	2015	11	13	5	26	-17.53
7		2014013138	2015	8	27	2	42	-14.57
5		2015013229	2015	8	6	20	42	-22.98
12		2014013079	2016	11	7	12	10	-17.01
10		2015012665	2015	2	14	3	13	-3.81
6		2015010964	2016	5	12	18	38	-6.59
14		2014012286	2016	11	12	6	40	-3.08
14		2013011864	2015	5	29	20	35	317.64
4		2012010023	2015	9	6	5	9	-9.93
13		2013012027	2015	4	16	1	57	-4.15
2		2014010488	2015	3	23	0	33	-10.99
11		2013011502	2015	5	31	21	29	-22.21
13		2014010313	2016	4	22	9	1	195.38
2		2015010201	2016	1	7	6	21	-9.78
9		2013010263	2016	5	27	18	18	-20.02
6		2015010499	2015	1	31	7	54	-22.97
14		2015010158	2016	1	4	0	38	-19.87
10		2015012597	2015	6	3	23	59	-6.30
11		2014013516	2015	6	12	3	23	-5.37
7		2015013010	2016	3	25	10	36	-6.75
10		2012013194	2015	8	7	22	8	-18.01
14		2012012162	2015	9	19	14	55	-18.25
14		2013012028	2016	8	22	20	59	-8.56
1		2015011077	2016	9	23	14	55	-21.21
9		2014013206	2016	7	19	6	51	-16.69
11		2012013133	2015	3	12	0	51	-15.28
4		2013013752	2016	5	17	19	25	328.32
3		2013010227	2016	5	16	23	3	-13.07
8		2015010212	2016	2	6	10	43	-13.00
2		2014010248	2016	10	1	0	36	-19.29
3		2012013360	2016	11	5	0	48	-3.65
2		2013012196	2015	5	26	10	4	-15.64
12		2013010367	2016	5	26	17	44	296.20
9		2013012178	2015	7	1	15	6	-13.85
3		2014013790	2015	7	17	20	53	-10.57
10		2014010577	2016	10	17	17	58	-20.02
6		2012010692	2016	12	27	0	54	-16.85
5		2013012339	2015	8	14	23	52	10.78
13		2012010237	2016	7	4	0	4	-14.52
5		2013012099	2016	8	31	13	44	-21.90
1		2015012461	2015	6	15	21	3	-13.35
7		2015010090	2015	8	15	16	29	-4.76
11		2014011489	2015	6	9	19	26	-15.17
2		2014013034	2015	2	16	5	44	-13.68
11		2013011817	2016	10	24	17	5	-13.15
13		2012010398	2015	3	13	11	2	-20.39
1		2015012246	2015	2	18	16	8	-8.04
3		2015010495	2015	10	14	18	37	-9.96
9		2012011604	2015	10	31	13	26	-14.10
7		2015013794	2016	8	30	22	53	-11.37
4		2013013170	2015	8	7	22	1	-14.45
11		2014010853	2016	7	14	13	31	-13.82
9		2015012239	2015	5	31	0	5	-9.85
12		2015010349	2016	1	9	7	35	359.96
4		2013012603	2016	6	22	17	16	-22.08
2		2015012171	2015	1	18	11	10	-10.54
14		2015012435	2015	3	10	16	7	-13.38
13		2013012229	2015	2	26	20	44	-20.47
8		2012010308	2016	5	30	0	12	1.78
13		2012010891	2015	6	12	8	50	-20.99
6		2015013402	2016	6	21	6	49	-6.52
11		2014013010	2016	8	11	10	37	-15.32
10		2014011358	2015	5	4	0	50	-8.83
8		2015012882	2015	3	28	2	51	-8.06
6		2013013687	2015	12	25	14	52	-10.86
2		2012010358	2015	3	4	14	35	-19.13
5		2014011066	2016	6	22	8	46	-13.80
1		2014013292	2016	9	22	8	50	-17.93
5		2014010946	2015	6	3	6	20	-11.40
13		2015011599	2015	10	20	17	26	-4.27
2		2015010777	2016	8	27	5	12	281.40
8		2014012637	2015	9	18	4	26	-11.61
10		2014010974	2015	3	4	21	53	-11.14
1		2014012773	2015	7	10	8	25	-21.71
3		2014012707	2015	6	10	1	49	-10.74
12		2014013264	2015	8	3	12	6	-9.24
3		2012012023	2016	6	6	16	8	-5.59
2		2014013620	2016	11	4	2	21	-11.59
5		2012012369	2015	6	25	22	44	-16.05
10		2013012160	2015	3	20	15	18	-20.15
4		2012012250	2015	9	16	9	48	-14.81
4		2014010568	2015	7	10	11	23	-10.72
4		2013013217	2015	9	7	9	30	-10.14
8		2014013125	2015	11	2	22	45	-11.92
6		2015013824	2015	7	13	0	30	-15.44
2		2012010704	2015	3	16	9	6	-3.38
3		2013010319	2015	5	18	20	13	-22.37
6		2014011728	2016	8	29	9	35	-4.10
7		2013011395	2016	11	15	13	38	-15.20
10		2012012060	2015	6	23	5	44	-5.03
11		2015012981	2016	3	19	3	11	-11.27
12		2015012002	2015	4	12	13	42	-11.13
10		2014013490	2016	5	23	5	11	-4.24
7		2015010171	2015	6	9	21	4	-22.88
6		2012010823	2016	2	15	3	3	-6.47
11		2015013493	2015	9	7	10	2	-22.39
8		2014013387	2016	12	9	5	18	-9.39
10		2013013728	2015	2	14	7	20	-21.96
13		2013011192	2015	12	27	15	8	-12.33
9		2015013607	2015	3	30	10	4	-5.88
1		2014011192	2016	9	18	13	14	-10.88
9		2014010007	2016	10	27	1	48	-16.75
5		2015011763	2016	4	10	13	33	-16.39
5		2014013715	2015	4	4	7	58	-8.38
3		2013012955	2016	12	13	22	47	-8.81
9		2014011059	2015	11	24	23	20	-9.46
12		2014012626	2015	3	5	16	20	-19.41
8		2014013158	2016	12	8	4	54	-22.73
2		2014010303	2015	9	19	22	57	-7.16
11		2012012889	2016	7	14	21	30	-7.52
4		2012011575	2016	11	20	13	34	-17.47
12		2013010867	2015	5	7	23	56	36.78
12		2014013142	2015	1	27	10	59	-10.87
8		2013012704	2016	5	31	14	26	-3.41
8		2012010332	2015	5	23	19	27	195.68
12		2014011046	2016	1	18	13	25	-12.40
12		2012011541	2016	5	21	4	52	-21.64
8		2012011603	2016	8	21	20	25	-12.46
1		2015011953	2016	3	8	22	3	-17.73
7		2013011565	2016	2	9	0	57	382.79
3		2015013717	2015	10	29	7	9	-12.20
6		2012013559	2015	8	11	18	23	-14.40
3		2013011575	2016	6	10	12	24	-20.26
11		2013013380	2015	11	18	21	15	-20.71
13		2013010360	2015	2	4	8	47	-15.23
9		2012010578	2015	10	30	6	41	-15.84
7		2012010664	2016	12	4	4	25	-17.21
2		2013011001	2016	4	15	9	20	-4.33
13		2014011396	2016	6	5	14	34	-12.39
3		2015010075	2016	2	14	3	35	-6.94
12		2013010784	2015	1	4	10	31	-7.30
8		2014010183	2016	8	2	21	36	-9.09
5		2015010982	2015	1	18	5	58	-21.99
6		2013010088	2016	10	21	14	15	-13.45
8		2012010919	2016	2	5	15	38	-16.86
2		2015013261	2015	9	9	7	8	-11.10
9		2012012002	2016	12	19	22	25	-10.30
2		2012011928	2015	8	12	7	26	-8.15
14		2013011909	2015	6	24	0	14	-13.42
1		2012010626	2015	1	16	11	26	-8.14
3		2015010189	2016	3	15	11	14	-10.89
2		2015013341	2016	3	25	19	1	-3.86
3		2015010676	2015	4	20	5	35	-19.46
9		2015012948	2015	6	18	18	17	-22.00
5		2014010859	2016	7	20	17	41	-22.64
12		2015011725	2016	3	24	8	22	-5.90
9		2012012773	2016	1	3	20	42	-14.46
6		2012012283	2015	3	13	18	8	-16.08
1		2015013274	2016	4	19	14	31	-22.27
6		2015013447	2015	7	7	1	33	-14.72
2		2013012408	2016	3	10	7	17	-3.85
14		2013010426	2015	5	24	23	20	-20.46
11		2014012339	2016	1	24	20	39	-7.16
1		2014011861	2015	12	22	3	58	-6.43
7		2012011381	2015	2	23	18	13	-10.72
7		2014010224	2015	4	16	9	4	-21.78
9		2015013524	2016	6	16	21	57	-19.83
7		2014011796	2016	6	15	7	32	-11.65
8		2015011224	2016	6	14	0	42	-4.64
9		2014012536	2016	3	4	22	17	-22.50
5		2013012214	2016	10	26	10	51	352.91
12		2012013356	2016	5	3	9	39	157.04
8		2015010972	2015	9	15	8	59	175.67
4		2013013425	2016	1	2	9	51	-19.93
5		2014013265	2015	1	19	6	50	-22.64
14		2014010880	2015	12	13	8	13	-10.49
11		2013011263	2016	1	22	4	51	391.44
9		2015010835	2015	9	1	19	7	-4.59
14		2012013656	2016	8	10	7	47	93.60
6		2012013468	2016	4	6	7	10	-15.30
7		2013010304	2016	5	3	2	48	-22.19
13		2014012189	2015	11	4	10	46	-15.89
1		2015012337	2015	3	7	23	29	-6.06
7		2014012002	2015	1	24	20	14	-13.43
6		2012012645	2015	1	3	21	54	-22.15
13		2015013098	2015	4	2	16	13	-9.58
6		2013010021	2016	10	18	15	36	-22.84
7		2013010487	2015	1	12	0	24	-13.67
7		2014010676	2015	3	30	22	26	-17.36
9		2015011282	2015	9	21	21	13	-19.82
1		2015013096	2015	4	24	20	38	-14.04
7		2012010819	2016	2	3	15	8	-12.16
1		2012012689	2015	4	27	14	24	-16.72
10		2012010215	2016	11	29	7	13	-17.27
6		2013013704	2015	8	7	6	30	-20.97
2		2013011102	2015	5	16	16	7	-22.31
9		2014012072	2015	7	19	6	57	216.13
11		2014011812	2016	9	25	1	50	-12.82
7		2012013215	2015	12	1	14	27	-13.59
10		2013011844	2016	7	27	7	29	-9.57
13		2013011912	2016	12	11	10	33	-16.09
2		2012013589	2016	2	18	2	59	230.83
9		2013010450	2016	7	23	23	10	-7.37
10		2013012229	2016	7	14	1	36	-3.57
11		2015012769	2015	12	31	2	9	-16.93
13		2014012750	2016	1	18	8	5	-13.83
10		2013013407	2015	2	10	0	3	-3.98
13		2013010314	2015	9	13	0	16	-8.48
5		2012011786	2016	11	11	3	25	-4.82
6		2012011489	2015	11	3	5	4	-14.29
5		2012011233	2016	3	24	0	16	-7.47
1		2013011068	2016	10	3	8	18	-6.09
6		2012012876	2015	6	5	14	56	-8.54
4		2014010379	2015	6	13	1	35	-7.84
13		2015013723	2016	2	22	18	59	-8.83
10		2014012550	2016	7	1	9	41	-5.65
8		2012010994	2015	6	19	6	51	-10.98
1		2014013838	2015	7	9	16	1	-8.60
3		2014010824	2015	3	8	18	17	-7.58
4		2014013850	2016	7	4	6	42	-14.54
6		2014010430	2016	1	21	22	23	46.76
7		2015013465	2016	5	24	6	21	-9.35
11		2012013137	2016	12	17	8	11	-10.55
4		2012011223	2015	3	15	22	28	-3.39
12		2012010531	2015	12	28	3	42	-8.66
1		2012010568	2016	11	4	0	52	-8.29
3		2012010464	2016	6	28	4	32	-12.24
12		2014011190	2015	1	2	2	16	-6.24
8		2012010836	2015	9	23	23	45	-5.76
3		2013013430	2015	5	4	21	4	-19.74
9		2012010055	2016	9	5	10	11	-12.63
12		2012013058	2015	9	6	22	29	-14.10
13		2014010435	2015	10	20	0	7	-9.48
9		2012010479	2015	6	26	13	51	-19.20
8		2013011886	2016	10	17	15	27	192.95
4		2013013724	2016	10	15	3	46	-4.57
11		2013012338	2015	2	5	16	36	-18.99
7		2015010089	2015	4	30	9	29	-18.73
3		2014010134	2015	11	11	19	25	-8.75
14		2015013767	2015	9	29	13	42	-22.93
5		2015012106	2015	7	23	13	59	-12.64
11		2012013302	2016	7	20	11	15	-15.30
2		2012012322	2016	6	1	1	5	-21.71
7		2012011487	2015	1	2	17	17	-8.46
11		2015011269	2016	3	9	11	37	-8.87
10		2014011039	2015	11	28	16	17	-12.32
11		2014010820	2015	3	18	4	52	-6.96
10		2014012885	2015	11	12	9	59	-4.76
14		2015011526	2016	12	14	15	23	-6.38
6		2014013089	2016	2	11	3	37	-7.74
7		2013011372	2015	10	26	4	48	-16.76
14		2015012315	2015	4	30	19	46	126.73
11		2015013607	2016	9	13	22	26	-4.51
13		2013011033	2016	1	24	20	4	379.11
9		2015013419	2015	8	26	1	4	-8.31
14		2014010116	2015	3	2	23	27	-7.80
14		2012012907	2015	6	21	7	13	-6.65
8		2012011144	2016	10	21	18	56	-17.58
7		2012011111	2015	3	3	13	18	-6.99
13		2013012470	2015	2	7	8	11	-17.50
10		2014010940	2016	4	25	14	43	-13.06
1		2015011979	2015	5	9	12	39	-4.60
4		2012011161	2015	9	2	16	15	-13.99
5		2012010430	2015	8	29	5	38	-13.96
10		2013012934	2016	1	1	10	43	-19.39
3		2015012055	2016	10	20	23	4	-17.73
14		2014013179	2015	10	12	16	26	-7.87
9		2012011273	2015	8	22	8	45	-15.41
14		2012013525	2016	7	1	17	20	-5.66
12		2014011313	2016	11	14	19	32	-5.65
14		2013011796	2015	9	15	15	36	-11.26
7		2012012241	2015	7	26	23	21	-20.20
9		2015012476	2016	9	17	17	41	-6.85
4		2013012088	2016	2	28	6	43	-14.92
9		2013013049	2015	8	4	1	30	-17.88
5		2012010222	2015	2	23	2	0	-22.00
6		2013013379	2016	6	9	9	8	-14.67
9		2013013827	2016	9	1	6	27	-10.41
12		2013013586	2016	11	12	21	59	-7.45
14		2015012889	2015	11	15	13	30	-22.86
4		2013012114	2016	1	30	1	29	301.44
10		2013012693	2015	5	12	9	28	-3.59
6		2014010009	2015	10	5	3	25	-14.66
8		2012011613	2015	5	28	6	2	-17.15
13		2015012258	2016	1	4	6	42	-3.64
4		2015013398	2016	8	2	8	5	-14.38
10		2015010320	2016	10	18	14	58	-7.42
14		2015013541	2016	6	24	1	15	-11.03
10		2013011780	2016	10	29	10	57	-3.31
12		2012011668	2015	11	21	12	46	157.44
6		2015012677	2016	12	18	3	40	-22.64
3		2013013389	2015	1	14	2	34	-15.70
4		2012010836	2016	12	14	19	25	-22.62
14		2013012203	2015	11	11	16	26	-22.54
7		2015011405	2015	11	23	2	33	144.64
12		2012011873	2015	7	8	19	10	-3.97
9		2015011345	2015	11	22	2	17	-10.09
2		2015010061	2016	10	24	23	32	-7.53
3		2014012794	2015	8	27	20	23	-12.47
8		2012012010	2015	11	17	23	53	-3.20
13		2014013754	2015	3	31	6	46	-15.18
6		2014012205	2015	1	14	15	45	-16.08
4		2012010603	2015	4	5	13	15	-6.39
12		2015011223	2016	1	25	15	48	-20.49
14		2015012211	2016	1	12	16	44	-4.41
11		2014012245	2016	7	13	22	4	-12.49
4		2014012920	2015	10	24	18	19	-12.94
4		2014013336	2015	1	21	11	53	-15.68
3		2012013680	2016	6	22	2	15	-14.65
9		2014010641	2016	5	7	12	33	-17.66
10		2014013506	2016	5	26	22	14	-8.18
12		2013012100	2016	4	16	11	16	-18.97
9		2014010497	2015	6	23	19	37	-10.91
4		2013011422	2015	8	26	18	19	-18.09
5		2014013883	2015	11	3	9	47	-4.62
3		2012013248	2016	11	23	23	0	-11.05
10		2012013884	2016	4	23	14	35	-10.97
12		2014012084	2015	7	30	10	8	-18.84
13		2012011378	2015	3	30	9	9	-16.23
1		2014013162	2016	4	14	12	11	-7.57
4		2012013055	2015	4	14	3	40	-3.92
11		2015011124	2016	2	13	0	21	-21.48
1		2012011670	2015	9	14	5	46	-13.01
6		2015011264	2015	6	8	1	3	-21.83
4		2013013530	2016	1	2	5	31	-6.53
13		2013012657	2015	2	25	23	14	-17.17
13		2013010584	2015	12	16	23	46	-14.40
13		2013011682	2015	7	13	8	19	-11.27
12		2012013875	2016	5	21	13	42	-9.16
2		2014011865	2016	2	3	14	11	-6.66
8		2015011766	2016	7	13	17	53	-17.13
4		2014011809	2016	1	20	9	38	-9.70
12		2013012670	2015	6	19	14	33	-12.30
9		2015010966	2015	2	19	13	25	-18.58
3		2013012249	2016	7	28	11	48	-4.58
1		2013010385	2015	5	11	12	51	-8.93
8		2013012064	2015	7	1	10	54	-12.30
6		2015012810	2015	10	12	3	35	-11.87
11		2015011678	2015	4	1	3	32	369.93
4		2014010965	2015	6	29	13	49	41.16
4		2014011967	2016	6	15	11	49	-7.63
13		2015012926	2015	10	28	10	25	-6.09
11		2015013221	2016	2	11	5	3	-11.63
4		2015010509	2016	9	28	5	39	-5.92
5		2014011280	2016	3	30	14	20	70.20
9		2012013582	2016	8	26	14	57	-17.06
11		2012013254	2015	10	23	5	56	-18.41
9		2015011361	2016	12	1	23	15	-15.42
5		2015011036	2015	1	10	21	2	-5.50
13		2014011926	2015	5	27	10	2	-16.64
3		2015013452	2015	10	7	17	1	-9.30
8		2012011995	2016	1	7	9	22	-8.45
3		2015011528	2015	4	15	11	40	-10.45
1		2015010892	2016	3	12	20	6	5.90
13		2012013402	2016	6	4	11	39	143.36
9		2014011645	2015	8	12	11	36	-11.58
12		2014010935	2016	8	2	20	20	-15.70
7		2012013511	2016	11	18	2	59	-8.89
13		2015011084	2016	11	8	15	9	-14.36
12		2014010841	2015	8	24	13	19	-22.78
7		2012013725	2015	12	16	21	24	-18.17
5		2015010102	2015	7	1	21	2	-8.10
7		2012013742	2015	8	28	9	57	-22.99
8		2013010878	2016	6	10	12	45	25.40
8		2014013665	2016	5	6	9	37	-6.27
14		2012013600	2015	10	19	4	23	-19.55
4		2012012560	2016	10	10	3	5	-6.87
9		2013013756	2016	12	16	6	5	-8.11
5		2015012614	2015	3	10	6	49	-16.09
10		2012013606	2016	8	14	5	48	-20.27
9		2013013206	2015	9	25	12	32	-16.93
7		2015011613	2015	12	21	7	48	-21.15
3		2012013346	2016	8	6	7	14	-6.90
10		2015013474	2016	12	27	16	40	-15.44
14		2012013297	2016	5	21	4	39	-11.17
2		2013011661	2015	8	5	3	49	-14.76
12		2012012663	2016	1	29	10	53	-16.70
13		2013013368	2015	11	18	21	19	-9.67
9		2013012654	2016	3	30	14	14	-12.19
14		2014013795	2015	4	23	13	23	-8.90
2		2012010147	2015	10	25	19	6	-7.40
13		2012012338	2016	6	2	15	35	-21.71
3		2015010526	2015	12	29	14	34	-13.43
10		2013011945	2016	12	31	14	2	-10.55
8		2014010466	2016	10	16	10	41	-16.82
5		2015010848	2015	3	25	1	49	246.22
1		2013010197	2016	9	12	21	37	-5.64
11		2015011195	2016	1	6	11	8	-16.30
5		2015010417	2015	3	25	10	12	356.86
8		2015013407	2016	12	6	1	40	-9.17
1		2012011615	2015	5	5	2	0	-12.52
12		2012013123	2015	6	18	17	24	-4.64
2		2015013330	2016	2	8	18	5	-19.31
6		2013013797	2016	12	29	18	29	80.78
11		2014012440	2015	7	1	11	24	-7.24
13		2015011427	2015	4	6	2	56	-5.80
9		2013010610	2015	10	5	1	11	312.48
2		2015010595	2016	10	20	22	8	-7.47
9		2015011479	2015	11	7	11	23	-22.50
3		2012010179	2015	10	4	21	28	-13.88
11		2015010410	2015	5	1	13	5	-22.73
6		2013013759	2016	8	22	3	2	-11.16
9		2015011498	2015	10	10	13	40	-21.15
9		2013011757	2016	1	29	9	42	-21.70
14		2014012641	2015	11	10	4	11	-7.32
13		2014010549	2016	3	13	6	5	-6.28
4		2015010624	2016	7	9	1	30	-8.42
3		2013010950	2015	7	10	19	16	-6.71
2		2013010381	2015	6	13	6	20	-13.78
5		2015013603	2015	12	14	22	8	-17.96
2		2012011387	2015	2	6	14	2	-11.20
9		2013011662	2015	9	1	1	59	-3.86
11		2015011264	2015	10	24	17	15	-21.31
2		2014011246	2015	2	20	11	54	-6.77
6		2012010071	2015	8	22	0	31	-9.34
14		2012012999	2016	11	12	6	50	-16.28
4		2015011398	2016	3	2	7	29	-8.26
12		2015013223	2016	1	3	15	13	-9.52
12		2014013316	2016	1	24	19	18	-3.25
2		2013010867	2016	3	29	22	27	-17.43
7		2012010624	2016	11	13	20	59	-12.24
8		2012011838	2016	7	8	19	26	-7.31
2		2012010379	2015	1	15	16	41	-19.13
13		2015012583	2015	5	22	12	4	-4.87
9		2013013427	2015	4	10	12	45	-9.83
7		2014011775	2016	1	1	21	27	-21.25
7		2015011987	2016	3	3	15	11	-21.16
5		2012012206	2015	6	7	19	40	240.49
2		2013011298	2015	2	16	4	58	-12.50
8		2015012746	2015	1	7	9	28	-14.93
9		2012013110	2016	7	21	5	18	-7.67
1		2013010022	2016	6	29	2	59	-7.55
10		2015012000	2016	10	22	22	5	-15.12
6		2014010847	2016	6	24	6	10	-5.28
5		2013010917	2016	10	29	6	20	-5.49
5		2013010640	2016	7	7	20	24	-12.91
13		2012012325	2016	11	18	10	27	-10.17
2		2012013434	2015	12	28	11	30	-9.29
11		2014012480	2016	8	13	22	24	-15.55
6		2013012031	2016	11	13	7	18	-5.91
10		2013012503	2016	8	18	18	38	-22.84
11		2012010140	2015	12	12	18	41	-20.33
2		2013011370	2016	1	20	12	28	-18.77
8		2015013679	2015	1	20	3	57	-19.37
6		2015011952	2016	5	12	23	14	-15.34
8		2014010483	2016	6	22	4	36	-10.30
5		2014012825	2015	8	12	7	53	-3.68
6		2014010134	2016	4	6	6	58	-7.27
6		2012013387	2016	1	5	18	22	-8.05
9		2015013318	2016	2	28	21	18	-10.87
7		2015010093	2016	12	9	6	19	-14.31
10		2013012095	2015	7	26	14	37	-17.73
13		2013010856	2015	1	4	5	34	-22.89
1		2013010672	2016	4	25	10	20	-22.69
13		2012013602	2015	4	8	17	41	-3.65
13		2014013865	2015	12	22	15	42	-15.35
13		2013010679	2016	11	6	2	35	-7.24
4		2013012382	2015	3	30	0	25	-8.05
4		2014011283	2016	4	3	5	45	-4.43
6		2013010831	2016	11	23	22	50	-15.32
13		2012010864	2016	6	17	10	50	-13.69
4		2012010631	2015	4	10	22	2	-20.67
7		2014010881	2015	9	30	7	33	-18.42
7		2013010038	2015	2	12	4	34	-13.36
13		2015013627	2015	4	27	2	49	-6.18
3		2015011120	2015	7	28	22	44	-8.01
6		2012012971	2016	2	28	8	20	-19.96
8		2015011842	2015	11	15	7	0	-3.57
5		2014012386	2016	12	3	10	14	-11.56
5		2013010351	2015	10	23	1	51	59.91
3		2012010003	2015	3	14	17	17	-15.69
5		2013011169	2016	8	15	14	42	-18.32
2		2012010560	2016	5	4	8	30	-4.55
6		2015012927	2016	5	16	9	46	-4.73
4		2012010053	2015	11	23	16	35	-21.92
11		2013011065	2016	10	26	4	0	-9.83
5		2014012759	2016	3	9	4	9	-5.46
9		2014011201	2016	1	21	19	9	-4.90
2		2014012707	2015	1	27	3	0	-17.27
8		2014011245	2015	8	23	16	6	216.32
4		2015010662	2015	1	25	12	47	-18.41
3		2015010358	2016	8	11	5	1	-9.28
5		2013013073	2016	11	25	20	56	-21.34
5		2015012042	2015	1	19	10	50	-9.01
5		2013011788	2015	3	11	18	35	-11.01
7		2012011821	2015	9	3	12	35	-3.16
7		2015010599	2016	1	7	5	0	-21.46
13		2013011898	2015	5	20	1	53	-16.78
14		2012012555	2015	10	17	12	23	-7.39
1		2014013898	2016	9	6	1	22	-7.60
5		2012013368	2015	4	11	13	25	-6.49
4		2014010056	2015	4	1	19	24	-9.59
4		2012012897	2015	4	16	12	55	-14.92
8		2014010468	2015	6	28	21	59	-17.15
8		2014011708	2015	7	16	11	30	-13.44
11		2012010530	2015	4	17	12	13	-12.71
12		2013011403	2016	4	19	16	21	-5.12
12		2012011479	2015	6	8	19	23	42.32
14		2014012372	2015	5	7	17	40	-19.93
10		2014010816	2015	1	2	2	40	-14.16
4		2015011895	2016	6	9	4	17	-22.46
13		2013010670	2015	5	6	6	5	-12.05
5		2014011756	2016	9	16	12	32	-4.82
14		2014012890	2015	6	24	1	28	-17.77
9		2013011552	2015	3	30	13	16	108.59
13		2012013239	2016	10	25	19	34	-12.10
6		2014013733	2015	2	8	18	1	-21.47
3		2015011076	2016	6	18	19	8	-4.72
10		2014013276	2016	4	10	1	19	-19.10
5		2012012223	2015	4	12	8	20	-14.64
4		2015011697	2016	6	14	21	4	-11.56
7		2013011416	2015	6	9	11	42	-3.12
13		2014013682	2015	12	28	5	41	-19.55
14		2012011428	2015	5	26	21	18	-19.03
4		2015011641	2015	9	22	14	36	-21.94
12		2014013012	2016	1	3	11	10	-13.78
2		2014010084	2015	7	26	6	37	-9.27
8		2015010245	2016	8	30	18	26	-16.36
4		2013011210	2015	9	18	21	6	-4.18
1		2013013765	2016	6	21	10	11	-4.14
1		2014012319	2016	12	23	3	53	-11.15
1		2013012297	2016	4	10	18	15	-5.32
7		2012011389	2015	12	23	15	18	66.14
2		2014011507	2016	1	25	18	8	-20.61
12		2014010700	2016	2	15	10	54	-11.87
9		2014013858	2016	11	16	6	38	-5.65
3		2014011067	2015	9	30	16	11	-3.59
6		2013013826	2015	5	18	1	8	-19.57
8		2015013773	2015	3	31	9	14	-22.18
1		2013012795	2015	11	2	5	51	366.81
7		2014011108	2016	12	28	10	44	-18.90
11		2015011249	2016	4	16	6	30	333.89
5		2012010537	2016	9	25	7	11	-10.63
5		2012011304	2015	10	25	19	20	-6.04
14		2015010923	2015	1	2	6	50	-19.84
1		2015013569	2016	8	15	23	56	-16.30
3		2014010609	2016	1	9	4	29	-3.34
6		2015013314	2016	4	6	8	13	-19.30
8		2014010211	2016	10	31	2	24	-17.60
2		2012012036	2016	5	31	17	6	-5.85
13		2012010652	2015	8	11	13	21	-5.55
